 767 120
41140254 1 1
41140275 1 1
41142551 1 1
41161365 1 1
41195542 1 1
41195576 1 1
41195612 1 1
412 5 3
41207022 1 1
41207132 1 1
41207393 1 1
41207398 1 1
41207411 1 1
41238374 1 1
41238438 1 1
4129-5000 1 1
4129-5152 1 1
413 2 1
413.7 1 1
41310580 1 1
41334807 1 1
4135000 1 1
41357390 1 1
41391841 1 1
41393640 1 1
414 8 5
415 4 3
41542534 1 1
41554693 1 1
41568169 1 1
416 4 3
41635229 1 1
41670232 1 1
41670656 1 1
417 1 1
41746295 1 1
41766023 1 1
41766197 1 1
41799246 1 1
41799404 1 1
418 2 1
4180 1 1
4181 1 1
41849488 1 1
41850511 1 1
41850638 1 1
41881339 1 1
41881344 1 1
41881362 1 1
41889695 1 1
41893686 1 1
419 4 2
41927219 1 1
41927493 1 1
41927494 1 1
41928263 1 1
41952849 1 1
41956483 1 1
41988798 1 1
41988932 1 1
41988946 1 1
41988998 1 1
41989575 1 1
41997343 1 1
42 1 1
42.200 1 1
420 2 1
420064 1 1
420076 1 1
4201206 1 1
420150 1 1
420156 4 2
420222 1 1
42023521 1 1
420243 1 1
420275 1 1
42027904 1 1
42027940 1 1
42027942 1 1
42027946 1 1
42028023 1 1
42028076 1 1
42037973 1 1
420380 3 3
4204003 1 1
42042595 1 1
42042650 1 1
42042693 1 1
42042694 1 1
42042706 1 1
42042717 1 1
42042730 1 1
42042741 1 1
42042744 1 1
42042780 1 1
42042822 1 1
42042828 1 1
42042870 1 1
42042906 1 1
42042941 1 1
42042959 1 1
42042993 1 1
42042996 1 1
42042997 1 1
42043067 1 1
42043068 1 1
420454 1 1
42045902 1 1
42045948 1 1
42045949 1 1
42045965 1 1
42045970 1 1
42047142 1 1
42047210 1 1
42047282 1 1
42047318 1 1
42047339 1 1
42055123 1 1
42055128 1 1
420565 2 1
420579 8 1
42077873 1 1
420829 1 1
42085165 1 1
4209 1 1
42092735 1 1
42094752 1 1
42094832 1 1
42094974 1 1
42095009 1 1
42095030 1 1
42095034 1 1
42095064 1 1
42095066 1 1
42095069 1 1
42095105 1 1
42095125 1 1
42095133 1 1
42095165 1 1
42095198 1 1
42095225 1 1
42095229 1 1
42095236 1 1
42095240 1 1
42095247 1 1
42095281 1 1
42095313 1 1
42095355 1 1
42095371 1 1
42095407 1 1
42095418 1 1
42095429 1 1
42095436 1 1
42095438 1 1
42095483 1 1
42095493 1 1
421 4 4
421003 1 1
4210707 6 1
42111603 1 1
42111611 1 1
42114126 1 1
421212 1 1
4213406 1 1
42137425 1 1
42137496 1 1
42137540 1 1
42137569 1 1
42137584 1 1
4213966 2 1
4214138 2 1
421474 1 1
4214926 1 1
421560 1 1
4215606 2 1
42174180 1 1
42174549 1 1
42174581 1 1
42174585 1 1
42174629 1 1
42174632 1 1
42174648 1 1
42174651 1 1
42174660 1 1
42174671 1 1
42174692 1 1
42174695 1 1
42174702 1 1
42174711 1 1
42174721 1 1
42174722 1 1
42174740 1 1
42174741 1 1
42174757 1 1
42174770 1 1
42174771 1 1
42174783 1 1
42174787 1 1
42174795 1 1
42174826 1 1
42174840 1 1
42174869 1 1
42174871 1 1
42174888 1 1
42174901 1 1
42174903 1 1
42174906 1 1
42174914 1 1
42174930 1 1
42174955 1 1
42174978 1 1
42174985 1 1
42175000 1 1
42175540 1 1
42175548 1 1
42175561 1 1
42175566 1 1
42175575 1 1
42175583 1 1
42175996 1 1
421783 1 1
42178441 1 1
42178446 1 1
42178455 1 1
42178498 1 1
4219000 4 2
42195147 1 1
42195806 1 1
42195817 1 1
42195820 1 1
42195851 1 1
42195859 1 1
42195886 1 1
42195900 1 1
42198385 1 1
42198440 1 1
422 4 3
422-9715 12 1
42200288 1 1
42200539 1 1
422006 1 1
422096 2 1
422111 1 1
4221157 1 1
42213932 1 1
4221649 1 1
422181 8 1
4222074 12 1
422230 1 1
4222305 1 1
42230180 1 1
42230235 1 1
42230251 1 1
42230260 1 1
42230268 1 1
42230294 1 1
42230302 1 1
42230316 1 1
42230393 1 1
42230480 1 1
42230521 1 1
42230552 1 1
42230570 1 1
42230572 1 1
42230595 1 1
422336 1 1
42236246 1 1
42236252 1 1
42236253 1 1
42236290 1 1
42236812 1 1
42236856 1 1
42238311 1 1
42238318 1 1
42238319 1 1
42238327 1 1
42238335 1 1
42238337 1 1
42238352 1 1
42238367 1 1
42238379 1 1
42238389 1 1
42238817 1 1
42252879 1 1
42255772 1 1
42255851 1 1
42255859 1 1
42255893 1 1
4226421 1 1
422646 2 1
422648 1 1
42280340 1 1
42280376 1 1
422804 1 1
422818 2 1
42281801 1 1
42281805 1 1
42281829 1 1
42281844 1 1
42281853 1 1
42281864 1 1
42281882 1 1
42281883 1 1
42281903 1 1
42281923 1 1
42281924 1 1
42281930 1 1
42281931 1 1
42281954 1 1
42281958 1 1
42281962 1 1
42281992 1 1
42283918 1 1
4228422 6 1
42284846 1 1
4228666 6 1
42290123 1 1
42291016 1 1
42291065 1 1
42291069 1 1
42291100 1 1
42291102 1 1
42291103 1 1
42291118 1 1
42291123 1 1
42291127 1 1
42291131 1 1
42291149 1 1
42291177 1 1
42291194 1 1
42291219 1 1
42291221 1 1
42291229 1 1
42291236 1 1
42291244 1 1
42291270 1 1
42291277 1 1
42292972 1 1
42292979 1 1
42292981 1 1
42292996 1 1
42297407 1 1
423 11 5
423-0124 12 1
423-5333 1 1
423-6701 5 1
423-6839 6 1
423004 1 1
4230056 1 1
423007 1 1
42301197 1 1
423022 1 1
42312005 1 1
42312020 1 1
42312026 1 1
42312040 1 1
42312056 1 1
42312086 1 1
42312092 1 1
42312093 1 1
423126 1 1
42313073 1 1
4231410 1 1
4231411 1 1
4231415 1 1
4231421 2 1
423171 62 16
42319407 1 1
42322287 1 1
42322355 1 1
42322392 1 1
42322441 1 1
42322471 1 1
42322474 1 1
42322491 1 1
42322492 1 1
42322493 1 1
42323321 1 1
42335682 1 1
423374 1 1
42339239 1 1
42352001 1 1
42352038 1 1
42352039 1 1
42352056 1 1
42352068 1 1
42352071 1 1
42352091 1 1
42352093 1 1
42352100 1 1
42352145 1 1
42352155 1 1
42352162 1 1
42352183 1 1
42352194 1 1
42361611 1 1
42362048 1 1
42363406 1 1
42363411 1 1
42365323 1 1
42365578 1 1
42367694 1 1
423677 4 2
423853 1 1
42389984 1 1
42392602 1 1
42392616 1 1
42392618 1 1
42392642 1 1
42392666 1 1
42392671 1 1
42392691 1 1
42392718 1 1
42392734 1 1
42392741 1 1
42392750 1 1
42392765 1 1
42392836 1 1
42392873 1 1
42392885 1 1
42392893 1 1
42392898 1 1
42392963 1 1
42392984 1 1
42392990 1 1
423979 63 16
42398657 1 1
424 17 5
424-2359 12 1
424.37 1 1
424027 2 2
424081 1 1
424090 1 1
42409064 1 1
42412085 1 1
42414005 1 1
42414008 1 1
42414027 1 1
42414069 1 1
42414075 1 1
42414076 1 1
42414081 1 1
42414100 1 1
42414111 1 1
42414200 1 1
42414219 1 1
4241424 1 1
42428521 1 1
42428568 1 1
42428570 1 1
42428580 1 1
42428584 1 1
42428600 1 1
42428601 1 1
42428629 1 1
42428630 1 1
42428633 1 1
42428634 1 1
42428650 1 1
42428671 1 1
42428678 1 1
42428720 1 1
42428774 1 1
42428779 1 1
42428781 1 1
42428782 1 1
42428790 1 1
42428814 1 1
42428829 1 1
42428851 1 1
42428855 1 1
42428863 1 1
42428876 1 1
42428880 1 1
42428912 1 1
42428938 1 1
42428942 1 1
42428952 1 1
42428997 1 1
42436548 1 1
42436667 1 1
42436675 1 1
42436676 1 1
42436781 1 1
42436787 1 1
42436884 1 1
42436890 1 1
42436921 1 1
4243694 1 1
424386 1 1
424412 1 1
424463 1 1
424481 1 1
424593 1 1
42460486 1 1
42470117 1 1
4247752 1 1
42490025 1 1
42490049 1 1
42490107 1 1
42490145 1 1
424923 1 1
42495209 1 1
42495212 1 1
42495221 1 1
42495234 1 1
42495245 1 1
42496365 1 1
42497626 1 1
425 12 4
425-5234 12 1
425-8911 4 1
425008 8 1
425060 2 2
42514650 1 1
42535525 1 1
42535536 1 1
42535544 1 1
42535901 1 1
42535952 1 1
42535969 1 1
42536007 1 1
42536026 1 1
42536034 1 1
42536057 1 1
42536066 1 1
42536082 1 1
42540551 1 1
42546813 1 1
42546851 1 1
42546863 1 1
42546873 1 1
42546905 1 1
42546942 1 1
42546947 1 1
42546956 1 1
42546978 1 1
425508 2 1
425573 1 1
425581 3 1
425753 1 1
42575819 1 1
425795 48 12
425934 2 1
426 1 1
426-1241 2 1
42601334 1 1
426112 8 1
42617205 1 1
42617220 1 1
42617255 1 1
42617261 1 1
42617302 1 1
42617303 1 1
42617333 1 1
42617388 1 1
42627418 1 1
42627421 1 1
42627442 1 1
42627443 1 1
42627461 1 1
42627467 1 1
42627486 1 1
42627490 1 1
42627495 1 1
42627512 1 1
42627539 1 1
42627547 1 1
42627554 1 1
42627559 1 1
42627560 1 1
42627576 1 1
42627597 1 1
42630407 1 1
42630412 1 1
42630419 1 1
42630450 1 1
42630483 1 1
42630591 1 1
426368 1 1
42647168 1 1
42655637 1 1
42660840 1 1
42662442 1 1
426691 1 1
42675026 1 1
42675028 1 1
42675051 1 1
42675056 1 1
42675060 1 1
42675061 1 1
42675073 1 1
42675088 1 1
42675092 1 1
42675100 1 1
42675107 1 1
42675110 1 1
42675119 1 1
42675123 1 1
42675132 1 1
42675169 1 1
42675172 1 1
42675180 1 1
42675202 1 1
42675223 1 1
42675256 1 1
42675260 1 1
42675281 1 1
42675294 1 1
42675330 1 1
42675333 1 1
42675361 1 1
42675368 1 1
42675383 1 1
42675385 1 1
42675390 1 1
42675391 1 1
42675395 1 1
42675397 1 1
42675415 1 1
42675422 1 1
42675442 1 1
42675466 1 1
42675471 1 1
42675476 1 1
42675486 1 1
42675490 1 1
42675495 1 1
42675555 1 1
42675595 1 1
42675607 1 1
42675616 1 1
42675685 1 1
426780 1 1
42685731 1 1
42686675 1 1
42686717 1 1
42686777 1 1
426992 1 1
427 9 6
427-7270 12 1
427-7271 12 1
427141 1 1
427164 1 1
427181 7 1
427183 4 1
4272439 6 1
4275-7176 1 1
427589 1 1
427618 1 1
427701 1 1
427713 1 1
42776614 1 1
42776638 1 1
42776649 1 1
42776748 1 1
42776863 1 1
427909 1 1
428 2 1
428080 1 1
428120 1 1
4282-9700 1 1
42825799 1 1
42827028 1 1
42827044 1 1
42827045 1 1
42827067 1 1
42827076 1 1
42827102 1 1
42827107 1 1
42827161 1 1
42827206 1 1
42827317 1 1
428342 2 1
428601 1 1
42879388 1 1
42881111 1 1
42881841 1 1
428888658 1 1
429 2 1
42943547 1 1
42943591 1 1
4295000 2 2
4295019 1 1
4295191 1 1
429529 1 1
429614 4 1
429615 1 1
43 5 4
430 4 3
4300 6 2
4301-5240 1 1
4301-5248 1 1
4301-5323 1 1
430224 2 2
430519 1 1
431 3 2
4310171 1 1
4310570 1 1
4311 1 1
4312-9499 1 1
431240 6 1
431699 1 1
431751 8 1
43178508 1 1
43181461 1 1
431875 1 1
432 1 1
4328-5226 1 1
432980 1 1
432992 1 1
433 1 1
433-2086 2 2
433040 1 1
433117 1 1
4333032 1 1
4333033 1 1
4335 1 1
433670 1 1
434 2 1
4342-7788 3 1
434212 1 1
434521 1 1
434656 1 1
435 1 1
435391 1 1
435655 1 1
435702 1 1
435800 1 1
436 1 1
436049 1 1
4365-7100 3 3
4365-7101 2 2
4365-7142 1 1
437 1 1
437028 1 1
4372-3990 1 1
4372-8079 2 2
4372-8836 1 1
4374-7300 1 1
4375 1 1
4378-1100 11 2
4378-1107 1 1
4378-1171 3 2
4378-1176 1 1
438 2 1
438010 1 1
43805526 1 1
439 2 1
439653 3 2
439660 1 1
439669 1 1
439681 2 2
439682 2 2
439688 1 1
439850 1 1
44 5 4
440 3 2
4400 1 1
440090 1 1
44044001 1 1
441 3 2
442 2 1
4420188 1 1
4420743 1 1
4422230 1 1
4422648 1 1
4424027 1 1
4427007 1 1
443 2 1
44310500 1 1
4432093 2 1
44356509 1 1
444 2 1
444-555 4 1
4441404 1 1
444213 4 1
4447 1 1
4448 1 1
445 4 2
4451-6137 2 1
446 3 2
4468309 1 1
4469-7643 2 1
446958 1 1
447 1 1
44715,20 1 1
44723142 1 1
448 2 1
448-8383 1 1
4480-8900 9 6
4480-8957 1 1
4480-8959 1 1
4480-8975 1 1
4480-8993 1 1
449 2 1
449-9292 2 1
4490398 1 1
4490399 1 1
4494097 1 1
45 18 8
450 5 4
4509-500 1 1
451 5 3
451499 2 1
452 3 2
4520300 1 1
4523883 4 2
452829 1 1
45291272 1 1
453 3 2
4533 8 1
454 2 1
455 2 1
4555 1 1
456 7 3
457 7 5
4571149 1 1
4571251 1 1
457990 1 1
457991 1 1
458 1 1
4580-7264 1 1
4580-7266 1 1
459 3 2
4595000 1 1
4595144 1 1
46 24 3
460 2 1
461 2 1
46111662 1 1
462 3 2
46220001 1 1
463 1 1
4636018 1 1
4638002 1 1
464 2 1
4645757 1 1
465 1 1
4653437 1 1
466 1 1
4664-6842 2 1
4664-7843 1 1
4664365 2 1
467 2 1
4676112 1 1
4676119 2 1
4676127 1 1
4676128 1 1
4676142 1 1
4676170 1 1
4676172 2 1
4676190 1 1
4676200 1 1
4676207 4 3
4676246 6 1
4676247 1 1
4676265 6 1
4676267 1 1
4676287 1 1
4676380 2 2
468 1 1
469 2 1
47 24 4
470 2 2
471 3 2
471286 1 1
471287 1 1
472 2 1
4724 7 6
4724-1500 1 1
4725-7000 1 1
473 2 1
4738 1 1
473930 3 1
473931 2 2
474 2 1
474-9696 1 1
4740 2 1
4744-4584 1 1
475 3 2
475-3150 1 1
475-6951 1 1
47575-79 1 1
476 6 3
477 2 1
478 2 1
478341 2 1
4788-5400 1 1
479 2 1
4799873665551871970 1 1
4799873665552372256 1 1
4799873665552372264 1 1
4799873665552372272 1 1
4799873665552473259 1 1
4799873665552473571 1 1
48 5 4
480 2 1
480-4558 1 1
480-8520 1 1
480-8523 16 1
480-8531 1 1
4802647 1 1
4802655 2 1
4802670 8 1
4802676 3 1
4804558 4 2
4804576 1 1
4804592 6 1
4804598 6 1
4808523 1 1
4808531 3 1
481 1 1
4812-8865 1 1
4815-3290 3 1
48151513 1 1
4819-9050 1 1
482 7 3
482.61 1 1
483 5 1
4834150 1 1
48357502 1 1
484 7 3
485 6 3
4855 1 1
486 2 1
487 2 1
487000 1 1
488 5 2
489 3 2
489-5563 12 1
489-5646 12 1
4890-1204 1 1
4898 1 1
49 3 2
490 1 1
491 4 4
492 7 3
4921705 11 3
4921711 11 3
493 2 1
4938000 4 2
494 2 1
494694 1 1
494999 1 1
495 11 3
4952-4700 1 1
4953-9000 1 1
496 1 1
4962-7026 2 1
4964-4600 1 1
4965419 1 1
497 1 1
497-0080 1 1
497323 1 1
4977711 2 1
498 3 2
499 2 1
5 71 32
5,1 3 1
5,5 1 1
5,690 1 1
5-7 1 1
5.000 1 1
5.1 3 2
5.2 3 2
5.9 7 2
50 18 13
50-54 2 1
50.000 2 2
500 11 8
500,00 1 1
500.000 1 1
5000 8 6
5008 1 1
501 3 2
502 1 1
503 1 1
5039 1 1
504 2 1
5040 2 1
5041 1 1
505 2 1
506 2 1
507 1 1
508 4 2
509 1 1
51 4 4
510 2 2
511 2 1
512 3 2
513 2 1
514 3 2
515 1 1
516 2 1
5168-8623 1 1
5168-8648 1 1
5169 14 1
517 5 3
5174 1 1
518 3 2
519 1 1
52 5 4
520 2 1
520300 2 1
520320 1 1
521 5 3
5217-7878 1 1
522 2 1
523 2 1
524 2 1
524.67 1 1
525 1 1
5252-6628 1 1
5253653 1 1
526 2 1
527 2 1
528 2 1
5288209 1 1
529 3 2
5291 1 1
53 9 5
530 2 1
531 8 2
532 2 1
533 5 2
534 2 1
535 4 2
5351 1 1
536 2 2
537 3 2
538 4 2
539 1 1
54 7 5
54-03442-42-1500 1 1
54-03722-443742 1 1
54-0385-4213481 2 1
54-11-5031-1111 1 1
54-2652-422644 1 1
54-2652-426759 1 1
54-298-4433670 1 1
54-343-4243589 1 1
54-381-4321165 2 1
54-385-4509560 2 1
540 4 2
5400 10 2
5402 3 3
541 1 1
542 5 2
543 2 1
544 2 1
545 1 1
546 5 2
5460 1 1
547 1 1
5470 2 2
548 2 1
5480 1 1
549 2 1
55 7 6
550 3 3
5501 4 1
5502 1 1
551 2 1
552 1 1
553 1 1
554 4 2
5549 1 1
555 2 2
5551 1 1
5553 1 1
556 4 2
558 1 1
559 1 1
56 9 7
560 2 2
561 1 1
562 1 1
563 1 1
564 1 1
565 1 1
566 1 1
5665449 1 1
568 1 1
569 1 1
5690 1 1
57 6 4
5700 9 9
571 1 1
572 2 2
573 1 1
5731077 1 1
575 1 1
576 1 1
5768 1 1
577 1 1
5777.1300 1 1
578 1 1
579 1 1
5794 1 1
58 14 6
580 2 2
5800 7 2
5801873365 1 1
5804 7 2
582 3 2
583 1 1
585 2 2
586 1 1
587 1 1
5874 1 1
5875 1 1
588 1 1
589 1 1
59 8 6
59-789 1 1
590 1 1
592 1 1
592455 1 1
593 1 1
594 1 1
595 1 1
596 3 2
597 1 1
598 1 1
599 2 2
6 64 27
6,20 1 1
6,3 1 1
6,7 1 1
6,7,8 1 1
6-1 2 1
6-12 1 1
6.0 2 1
6.30 2 2
6.4 2 1
6.5 3 1
6.7 2 1
6.700 1 1
60 12 6
600 14 11
6000 1 1
601 15 5
602 1 1
603 1 1
604 1 1
606 1 1
6062 1 1
607 1 1
608 1 1
609 1 1
61 3 3
610 1 1
611 1 1
613 1 1
614 1 1
616 1 1
617 1 1
619 1 1
620 1 1
621 2 2
622 1 1
623 1 1
624 1 1
625 1 1
626 1 1
627 1 1
628 1 1
629 2 2
63 6 4
630 1 1
6300 2 2
631 2 2
632 1 1
6322-9200 2 2
633291 1 1
634 1 1
635 2 2
636 1 1
636946 1 1
637 1 1
638 1 1
6382 1 1
639 1 1
640 4 3
641 2 2
642 1 1
643 1 1
644 1 1
645 2 2
649 2 2
65 1 1
65-69 2 1
651 2 2
652 1 1
654 1 1
655 1 1
656 1 1
657 1 1
659 1 1
6595 1 1
6596 1 1
6597 1 1
66 9 3
66-73 2 2
660 2 2
6600 1 1
661 2 2
662 9 4
6620 2 1
6629 1 1
663 3 3
664 2 2
665 2 2
666 3 2
666666 2 2
667 1 1
668 1 1
669 1 1
67 2 2
670 1 1
6700 7 4
671 1 1
6711 4 1
672 1 1
673 2 2
674 3 3
675 2 2
6767 1 1
677 5 3
6789101112 2 1
679 1 1
68 1 1
680 2 2
681 1 1
682 1 1
6826 2 1
683 2 2
684 2 2
685 2 2
686 1 1
687 2 2
688 1 1
689 3 3
69 1 1
690 1 1
691 1 1
692 1 1
693 4 4
694 2 2
695 1 1
696 4 3
697 2 2
6973 1 1
698 2 2
699 1 1
6999 1 1
7 45 20
7,30 1 1
7,6 1 1
7.1 2 1
7.4 8 2
7.422 1 1
7.5 8 2
7.6 3 1
7.9 2 1
70 9 7
70.000 2 2
700 10 9
700-800 1 1
7000 15 5
701 2 2
702 1 1
703 2 2
704 2 2
7045 2 1
705 1 1
706 1 1
713 1 1
714 2 2
715 1 1
716 1 1
717 1 1
718 1 1
719 1 1
72 2 2
721 4 1
727 6 3
7275 1 1
729 1 1
73 1 1
730 1 1
7300 8 2
731 1 1
736 3 1
737 2 2
74 2 2
740 1 1
7400 1 1
741 1 1
745 2 2
746 1 1
747 1 1
75 11 5
75-84 1 1
750 2 2
750,00 1 1
751 1 1
752 1 1
75228095 1 1
753 1 1
7578 1 1
758 9 2
76 6 4
76-83 1 1
7602 1 1
764 1 1
765 2 2
768 5 5
77 4 3
77-84 1 1
773 1 1
774 1 1
775,80 1 1
7752 1 1
776 4 4
777 1 1
779 1 1
78 1 1
780 3 2
781 1 1
7843 1 1
786 1 1
787 1 1
788 2 1
7891011121314151617181920212223242526272829 1 1
79 1 1
79-86 1 1
8 84 34
8,30 1 1
8.00 5 4
8.000 2 1
8.30 6 4
8.4 6 1
8.5 3 1
8.500 1 1
8.7 3 1
8.8 1 1
8.871 1 1
8.9 5 2
80 18 7
80-84 1 1
80.000 2 2
800 17 13
800-11-1 1 1
8000 3 3
803 1 1
807 1 1
81 1 1
81-88 1 1
8113 1 1
815 1 1
817 2 1
82 1 1
82-89 1 1
83 5 3
83-90 1 1
834 2 2
835 2 2
836 2 1
837 1 1
838 2 1
839 2 1
84 1 1
84-91 2 1
840 2 1
848 1 1
849 2 1
85 7 6
850 1 1
851 1 1
852 1 1
853 1 1
85713 1 1
86 6 3
86.265 1 1
8648 1 1
865 1 1
866 3 1
8666 2 1
868 12 6
87 1 1
871 2 1
8737 1 1
8742 1 1
8745 1 1
8768 1 1
878 1 1
88 5 3
880 1 1
883 1 1
8847 1 1
885 1 1
886 1 1
888 1 1
89 6 1
890 1 1
893 1 1
895 1 1
898 1 1
8995 1 1
9 87 29
9-11 1 1
9-2011 2 1
9.0 1 1
9.00 18 8
9.000 2 1
9.2 3 1
9.30 2 2
9.5 7 2
9.9 3 1
90 9 6
900 1 1
9000 1 1
902 1 1
9031 1 1
904 2 2
908 1 1
909 2 1
91 5 2
910 1 1
9101 1 1
9102 1 1
9103 1 1
9104 1 1
9105 2 1
9107 1 1
9108 1 1
9109 2 1
9110 2 1
9116 1 1
9117 1 1
9118 2 1
9119 2 1
9120 2 1
9121 2 1
9122 2 1
9123 2 1
9124 2 1
9127 2 1
9128 2 1
9129 1 1
9130 1 1
9131 2 1
9132 2 1
9133 2 1
9134 1 1
9135 1 1
9136 2 1
9137 1 1
9138 1 1
9139 1 1
9140 2 1
9141 1 1
9142 2 1
9143 1 1
915 1 1
9160 3 2
917 1 1
918 1 1
919 1 1
92 9 5
92,9 1 1
92.9 3 1
92042711 1 1
93 15 6
93.1 1 1
9301 1 1
9302 1 1
9303 1 1
9304 1 1
9305 2 1
9307 1 1
9308 1 1
9309 2 1
9310 2 1
9316 1 1
9317 1 1
9318 2 1
9320 2 1
9322 2 1
9323 2 1
9324 1 1
9325 2 1
9326 2 1
9327 2 1
9329 2 1
9330 2 1
9331 1 1
9332 2 1
9333 2 1
9334 2 1
9336 2 1
9337 1 1
9338 2 1
9339 2 1
9340 2 1
9341 2 1
9342 2 1
935 1 1
936 1 1
9360 2 1
937 1 1
93743469 1 1
938,02 1 1
94 10 5
940 1 1
94024034 1 1
94078215 1 1
94089454 1 1
941 1 1
942 1 1
94281571 1 1
94284552 1 1
9433 1 1
94337884 1 1
9435 1 1
944 1 1
9460 1 1
94601631 1 1
948 1 1
949 1 1
95 16 1
950 14 13
950-656-013-7 1 1
950-656-014-5 1 1
950-656-016-1 2 1
950-656-017 1 1
950-656-018-8 1 1
950-656-019-6 1 1
950-656-0234 1 1
950-656-024-2 1 1
950-656-025-0 1 1
950-656-033 1 1
950-656-044-7 1 1
950-656-065-8 1 1
9520 1 1
953 1 1
956 2 2
957 2 1
96 19 3
96.5 1 1
961 1 1
962 1 1
97 27 4
972 1 1
974 1 1
978 2 2
978-987-558-224-8392 1 1
978-987-558-237-8544 1 1
98 14 6
981 1 1
984 2 2
987 1 1
99 28 12
995 1 1
9965 1 1
As. 1 1
________________ 21 1
_new 15 1
_notes 2 1
_privatemiercoles 1 1
_uacct 29 11
_vti_infhtmlmiercoles 1 1
a 43 10
a.c. 1 1
a.d.e.i 1 1
a.gs-title:active 2 1
a.gs-title:active, 1 1
a.gs-title:hover 2 1
a.gs-title:hover, 1 1
a.gs-title:link 2 1
a.gs-title:link, 1 1
a.gs-title:visited 2 1
a.gs-title:visited, 1 1
a.highslide-credits 1 1
a.highslide-credits, 1 1
a.highslide-credits:hover 1 1
a.highslide-credits:hover, 1 1
a.m. 1 1
a.m.p. 1 1
a.mansilla, 1 1
a.p.u.n.s 1 1
a.p.u.n.s.l 1 1
a.r.a: 1 1
a.s. 3 2
a.u.s.m.a 1 1
a_img 1 1
aa 3 1
aaba 1 1
aacademica 1 1
aacc 1 1
aacemucyt 1 1
aadvertencia 2 2
aaepsi 1 1
aaron 2 2
aaronlennon 1 1
aatadiplomatura 7 1
aaviso 1 1
abajo 2 1
abajoarriba 1 1
abalovich 3 1
abandona 3 2
abandonada 1 1
abandonado 1 1
abandonados 2 1
abandonaron 1 1
abandonemos 1 1
abandono 4 3
abanico 5 2
abarca 9 6
abarcador 1 1
abarcados 2 1
abarcan 2 2
abarcando 3 2
abarcar 3 3
abarcarlo 1 1
abarcativas 1 1
abarco 3 2
abarque 1 1
abarrios@ciged.unsam.edu.ar 1 1
abasolo 1 1
abastecimiento 1 1
abasto 1 1
abatido 1 1
abatte 1 1
abav 2 1
abc 1 1
abeja 2 1
abel 1 1
abeledo 1 1
aberastain 1 1
aberracion 1 1
abest 1 1
abienvenido 3 3
abier 2 1
abierta 128 60
abiertas 35 20
abierto 39 16
abiertos 18 9
abigail 3 1
ability 1 1
abiotic 1 1
abismo 1 1
ablindada 1 1
aboca 1 1
abocaba 1 1
abocado 2 2
aboco 1 1
abog 6 3
aboga 1 1
abogaci 3 2
abogacia 52 15
abogaciguarana 1 1
abogada 2 1
abogado 16 4
abogados 5 4
abogando 1 1
abolir 1 1
abominable 1 1
abona 1 1
abonada 2 1
abonadas 1 1
abonado 5 3
abonar 12 3
abonara 1 1
abonos 2 1
aborda 1 1
abordadas 3 3
abordado 2 2
abordados 1 1
abordaje 26 14
abordajes 4 3
abordan 4 4
abordando 1 1
abordar 13 8
abordara 1 1
abordaran 3 3
abordarlas 1 1
abordaron 1 1
aborden 1 1
aborigen 1 1
aborigenes 1 1
about 3 2
above 1 1
abovedamiento 1 1
aboy 1 1
abr 63 4
abra 7 3
abraham 3 3
abramson 1 1
abre 41 16
abremate 1 1
abren 4 4
abreva 1 1
abrevando 1 1
abreviado 2 1
abreviados 1 1
abria 2 2
abriendo 4 3
abriera 1 1
abrieron 2 2
abril 138 42
abrio 15 10
abrir 20 9
abrira 5 4
abriremos 1 1
abroad 1 1
absoluta 3 2
absolute 2 1
absolutismo 1 1
absoluto 7 2
absolutos 3 1
absorberlo 1 1
absorcion 2 2
abstencion 1 1
abstenga 1 1
abstinencia 1 1
abstraccion 1 1
abstracciones 1 1
abstract 5 2
abstractas 1 1
abstracto 1 1
abstracts 10 1
abstraigan 1 1
absurdos 1 1
abud 1 1
abuela 12 2
abuelas 2 2
abuelita 1 1
abuelito 1 1
abuelo 3 3
abuelos 1 1
abundan 1 1
abundante 1 1
abundantemente 1 1
abundantes 1 1
aburridisimo 1 1
aburridos 1 1
abuseprint 1 1
abusivo 1 1
abuso 9 4
abyectos 1 1
ac 1 1
ac_fl_runcontent 4 4
aca 13 5
acaba 1 1
acababa 3 1
acabamos 2 1
acaban 1 1
acabo 2 2
acacio 1 1
acad 3 2
academ-sup@esupcom.unr.edu.ar 1 1
academi 5 1
academia 11 7
academias 3 3
academic 7 5
academica 498 116
academica@fapyd.unr.edu.ar 1 1
academica@fbioyf.unr.edu.ar 1 1
academica@psico.unlp.edu.ar 2 1
academicacarreras 2 1
academicacp 1 1
academicadistinciones 1 1
academicaen 2 2
academicaingresoorientacion 1 1
academicainicio 1 1
academicamente 4 3
academicamesas 1 1
academicanotas 1 1
academicanovedadesnovedadesprosecretari 2 1
academicapodes 1 1
academicaposgradosmaestria 7 1
academicaregimen 6 1
academicarequisitos 1 1
academicas 139 66
academicascarrera 1 1
academico 312 87
academicoadministrativa 1 1
academicocp 1 1
academicocuerpo 6 1
academicodptos 1 1
academicoexamenes 1 1
academicofechas 1 1
academicoing 1 1
academicoinstituto 6 1
academicoprofesional 1 1
academicoproyecto 1 1
academicos 66 36
academicosbusqueda 2 2
academicoscatedras 1 1
academicosistema 1 1
academy 2 1
acaecida 1 1
acaecidas 1 1
acaecido 1 1
acallados 1 1
acaloradamente 1 1
